groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,". . ","002e,0020,002e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,".","002e","","","none","10"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,". ","002e,0020","","","none","37"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,," j","0020,006a","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,".“ ","002e,201c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"1","0031","l","006c","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"
","000a","","","none","83"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,," ","0020","","","none","303"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,," — ","0020,2014,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,," 1. ","0020,0031,002e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"г","0433","e","0065","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"",""," ","0020","false detection","22"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"УТОРАК","0423,0422,041e,0420,0410,041a","HSdIABM CBAFE MAH 
— ct 
— 
— — — Aneniii aucc 
Topalt","0048,0053,0064,0049,0041,0042,004d,0020,0043,0042,0041,0046,0045,0020,004d,0041,0048,0020,000a,2014,0020,0063,0074,0020,000a,0020,0020,0020,0020,0020,000a,0020,0020,000a,2014,0020,000a,0020,0020,000a,0020,0020,000a,2014,0020,2014,0020,2014,0020,0041,006e,0065,006e,0069,0069,0069,0020,0061,0075,0063,0063,0020,000a,0054,006f,0070,0061,006c,0074","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ЈУЛА","0408,0423,041b,0410","
","000a","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"1","0031","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,". 1","002e,0020,0031","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"п","043f","n","006e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ево","0435,0432,043e","eso","0065,0073,006f","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Г","0413","T","0054","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"не-","043d,0435,002d","ne— ","006e,0065,2014,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Огласи","041e,0433,043b,0430,0441,0438","Iea upe rora, na","0049,0065,0061,0020,0075,0070,0065,0020,0072,006f,0072,0061,002c,0020,006e,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"евтино","0435,0432,0442,0438,043d,043e","e õuno iocra 
bbeuena aa ce mupe vsue na o— 
lobop","0065,0020,00f5,0075,006e,006f,0020,0069,006f,0063,0072,0061,0020,000a,0062,0062,0065,0075,0065,006e,0061,0020,0061,0061,0020,0063,0065,0020,006d,0075,0070,0065,0020,0076,0073,0075,0065,0020,006e,0061,0020,006f,2014,0020,000a,006c,006f,0062,006f,0070","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"„што","201e,0448,0442,043e","uun","0075,0075,006e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Дакле","0414,0430,043a,043b,0435","vnnmrnan ry cuny","0076,006e,006e,006d,0072,006e,0061,006e,0020,0072,0079,0020,0063,0075,006e,0079","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"",""," 
IViA isgs. 
—. 
VPLTIA. E IVVpaOιν —  — 
EHA A CVPLAHM SEI.PE: 
22 .","0020,000a,0049,0056,0069,0041,0020,0069,0073,0067,0073,002e,0020,000a,2014,002e,0020,000a,0056,0050,004c,0054,0049,0041,002e,0020,0045,0020,0049,0056,0056,0070,0061,004f,03b9,03bd,0020,2014,0020,0020,2014,0020,000a,0045,0048,0041,0020,0041,0020,0043,0056,0050,004c,0041,0048,004d,0020,0053,0045,0049,002e,0050,0045,003a,0020,000a,0032,0032,0020,002e","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"., ","002e,002c,0020","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"дин","0434,0438,043d","Annt","0041,006e,006e,0074","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"","","
—  ⏑ —  ⏑ :  ⏑ ⏑ : :—— 
i n oriacu no noro 
oraaon jearuuo, no norpob⸗ u ca oauuama","000a,0020,0020,000a,2014,0020,0020,23d1,0020,2014,0020,0020,23d1,0020,003a,0020,0020,23d1,0020,23d1,0020,003a,0020,003a,2014,2014,0020,000a,0020,0020,000a,0069,0020,006e,0020,006f,0072,0069,0061,0063,0075,0020,006e,006f,0020,006e,006f,0072,006f,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,006f,0072,0061,0061,006f,006e,0020,006a,0065,0061,0072,0075,0075,006f,002c,0020,006e,006f,0020,006e,006f,0072,0070,006f,0062,2e17,0020,0075,0020,0063,0061,0020,006f,0061,0075,0075,0061,006d,0061","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,," „","0020,201e","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Милан","041c,0438,043b,0430,043d","Hal.","0048,0061,006c,002e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"дође","0434,043e,0452,0435","ldohe","006c,0064,006f,0068,0065","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Ђорђевића","0402,043e,0440,0452,0435,0432,0438,045b,0430","Bophetzuha","0042,006f,0070,0068,0065,0074,007a,0075,0068,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"јој","0458,043e,0458","nsnoce","006e,0073,006e,006f,0063,0065","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"! ","0021,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"889","0038,0038,0039"," b cae  don 
fla  noσr a","0020,0062,0020,0063,0061,0065,0020,0020,0064,006f,006e,0020,000a,0066,006c,0061,0020,0020,006e,006f,03c3,0072,0020,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ИЗЛАЗИ","0418,0417,041b,0410,0417,0418","—","2014","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ЛИСТ","041b,0418,0421,0422","
Maaux","000a,004d,0061,0061,0075,0078","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"7","0037","n","006e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"од","043e,0434","on","006f,006e","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,".","002e","
ſVrnuuus","000a,017f,0056,0072,006e,0075,0075,0075,0073","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Маја","041c,0430,0458,0430","Maja","004d,0061,006a,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"Миљковић","041c,0438,0459,043a,043e,0432,0438,045b","i. Hu. vicoouui ","0069,002e,0020,0048,0075,002e,0020,0076,0069,0063,006f,006f,0075,0075,0069,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"доба","0434,043e,0431,0430","Aoba","0041,006f,0062,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"по","043f,043e","à","00e0","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"0 ","0030,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"овај","043e,0432,0430,0458","u","0075","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"то","0442,043e","
paao","000a,0070,0061,0061,006f","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"",""," Aunana 34 BEoIPAI EEM4 TDEIIINATE — —  — CE ","0020,0041,0075,006e,0061,006e,0061,0020,0033,0034,0020,0042,0045,006f,0049,0050,0041,0049,0020,0045,0045,004d,0034,0020,0054,0044,0045,0049,0049,0049,004e,0041,0054,0045,0020,2014,0020,2014,0020,0020,2014,0020,0043,0045,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ГОДИНА","0413,041e,0414,0418,041d,0410","— JJ 
—. —1 
FOMAA","2014,0020,004a,004a,0020,000a,2014,002e,0020,2014,0031,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,0020,0020,000a,0046,004f,004d,0041,0041","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"СВАКИ","0421,0412,0410,041a,0418","⏑","23d1","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ДАН
БРОЈ 10 П. Д.
ЦЕНА ЗА СТРАНЕ ЗЕМЉЕ :
МАЛЕ НОВИНЕ
дневни лист за свакога
ПРЕТПЛАТА ИЗ УНУТРАШЊОСТИ ПОЛАЖЕ
СЕ САМО КОД ПОШТА
ЗА БЕОГРАД НЕМА ПРЕТПЛАТЕ","0414,0410,041d,000a,0411,0420,041e,0408,0020,0031,0030,0020,041f,002e,0020,0414,002e,000a,0426,0415,041d,0410,0020,0417,0410,0020,0421,0422,0420,0410,041d,0415,0020,0417,0415,041c,0409,0415,0020,003a,000a,041c,0410,041b,0415,0020,041d,041e,0412,0418,041d,0415,000a,0434,043d,0435,0432,043d,0438,0020,043b,0438,0441,0442,0020,0437,0430,0020,0441,0432,0430,043a,043e,0433,0430,000a,041f,0420,0415,0422,041f,041b,0410,0422,0410,0020,0418,0417,0020,0423,041d,0423,0422,0420,0410,0428,040a,041e,0421,0422,0418,0020,041f,041e,041b,0410,0416,0415,000a,0421,0415,0020,0421,0410,041c,041e,0020,041a,041e,0414,0020,041f,041e,0428,0422,0410,000a,0417,0410,0020,0411,0415,041e,0413,0420,0410,0414,0020,041d,0415,041c,0410,0020,041f,0420,0415,0422,041f,041b,0410,0422,0415","k—","006b,2014","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"СЕ","0421,0415","Hoguna- ","0048,006f,0067,0075,006e,0061,002d,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"петитног","043f,0435,0442,0438,0442,043d,043e,0433","nornruop","006e,006f,0072,006e,0072,0075,006f,0070","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,".","002e","cranbam","0063,0072,0061,006e,0062,0061,006d","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"ове","043e,0432,0435","ose","006f,0073,0065","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"год","0433,043e,0434","ro4","0072,006f,0034","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"гостионицу","0433,043e,0441,0442,0438,043e,043d,0438,0446,0443","rocruonuitv ","0072,006f,0063,0072,0075,006f,006e,0075,0069,0074,0076,0020","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"гостионичар","0433,043e,0441,0442,0438,043e,043d,0438,0447,0430,0440","Tocyuonuuap","0054,006f,0063,0079,0075,006f,006e,0075,0075,0061,0070","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"да","0434,0430","a","0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"штампану","0448,0442,0430,043c,043f,0430,043d,0443","mnraunauV","006d,006e,0072,0061,0075,006e,0061,0075,0056","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"потреби","043f,043e,0442,0440,0435,0431,0438","da","0064,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"��","fffd,fffd","Touoporuha","0054,006f,0075,006f,0070,006f,0072,0075,0068,0061","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/TextEval_1.5/rest/00761868-00232481.gt4hist.xml.txt,,,,"се","0441,0435","y Ccuo- 
boau. 
Illro je sa jeaan oëuaun — — 
Aurnyra cba nonnnuja na nore u 
nanpattena rounna neta, a jo u 
caenoue norao Gurn jacuo, ſauo 
je ey raapuo Aa r. Poropornh 
6yae vxanmen Gam 40 uιτέ ῦ¶rs 
cara, upe upπιρ; Aοι&ι. 
Za ro, mro ön uounuuja n mu- 
nucrap cantojano umanu ronua 
ratera, aa erap oliom a","0079,0020,0043,0063,0075,006f,002d,0020,000a,0062,006f,0061,0075,002e,0020,000a,0049,006c,006c,0072,006f,0020,006a,0065,0020,0073,0061,0020,006a,0065,0061,0061,006e,0020,006f,00eb,0075,0061,0075,006e,0020,2014,0020,2014,0020,000a,0041,0075,0072,006e,0079,0072,0061,0020,0063,0062,0061,0020,006e,006f,006e,006e,006e,0075,006a,0061,0020,006e,0061,0020,006e,006f,0072,0065,0020,0075,0020,000a,006e,0061,006e,0070,0061,0074,0074,0065,006e,0061,0020,0072,006f,0075,006e,006e,0061,0020,006e,0065,0074,0061,002c,0020,0061,0020,006a,006f,0020,0075,0020,000a,0063,0061,0065,006e,006f,0075,0065,0020,006e,006f,0072,0061,006f,0020,0047,0075,0072,006e,0020,006a,0061,0063,0075,006f,002c,0020,017f,0061,0075,006f,0020,000a,006a,0065,0020,0065,0079,0020,0072,0061,0061,0070,0075,006f,0020,0041,0061,0020,0072,002e,0020,0050,006f,0072,006f,0070,006f,0072,006e,0068,0020,000a,0036,0079,0061,0065,0020,0076,0078,0061,006e,006d,0065,006e,0020,0047,0061,006d,0020,0034,0030,0020,0075,03b9,03c4,03ad,0020,1fe6,00b6,0072,0073,0020,000a,0063,0061,0072,0061,002c,0020,0075,0070,0065,0020,0075,0070,03c0,03b9,03c1,003b,0020,0041,03bf,03b9,0026,03b9,002e,0020,000a,0020,0020,000a,005a,0061,0020,0072,006f,002c,0020,006d,0072,006f,0020,00f6,006e,0020,0075,006f,0075,006e,0075,0075,006a,0061,0020,006e,0020,006d,0075,002d,0020,000a,006e,0075,0063,0072,0061,0070,0020,0063,0061,006e,0074,006f,006a,0061,006e,006f,0020,0075,006d,0061,006e,0075,0020,0072,006f,006e,0075,0061,0020,000a,0072,0061,0074,0065,0072,0061,002c,0020,0061,0061,0020,0065,0072,0061,0070,0020,006f,006c,0069,006f,006d,0020,0061","misrecognised","1"
