groundTruth,result,charsInGroundTruth,charsInResult,characterAccuracy,LCSCharStats Ground Truth Item,LCSCharStats Ground Truth Unicode,LCSCharStats OCR Result Item,LCSCharStats OCR Result Unicode,LCSCharStats OCR Error,LCSCharStats Count
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"te filmen und ihnen ","0074,0065,0020,0066,0069,006c,006d,0065,006e,0020,0075,006e,0064,0020,0069,0068,006e,0065,006e,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"d","0064","","","none","4"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," Vorführung an Ort","0020,0056,006f,0072,0066,00fc,0068,0072,0075,006e,0067,0020,0061,006e,0020,004f,0072,0074","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"er und ","0065,0072,0020,0075,006e,0064,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
fezionata clientela. Offerte corred","000a,0066,0065,007a,0069,006f,006e,0061,0074,0061,0020,0063,006c,0069,0065,006e,0074,0065,006c,0061,002e,0020,004f,0066,0066,0065,0072,0074,0065,0020,0063,006f,0072,0072,0065,0064","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," ","0020","","","none","76"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"malfilm","006d,0061,006c,0066,0069,006c,006d","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"acciaio" vor den Pre","0061,0063,0063,0069,0061,0069,006f,0022,0020,0076,006f,0072,0020,0064,0065,006e,0020,0050,0072,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"enntnis der großen Wi","0065,006e,006e,0074,006e,0069,0073,0020,0064,0065,0072,0020,0067,0072,006f,00df,0065,006e,0020,0057,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
auszubauen im Begriffe ","000a,0061,0075,0073,007a,0075,0062,0061,0075,0065,006e,0020,0069,006d,0020,0042,0065,0067,0072,0069,0066,0066,0065,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"wierigkeiten und Erwägungen","0077,0069,0065,0072,0069,0067,006b,0065,0069,0074,0065,006e,0020,0075,006e,0064,0020,0045,0072,0077,00e4,0067,0075,006e,0067,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"malfilm von einem Meraner ","006d,0061,006c,0066,0069,006c,006d,0020,0076,006f,006e,0020,0065,0069,006e,0065,006d,0020,004d,0065,0072,0061,006e,0065,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,", fällt deshalb ni","002c,0020,0066,00e4,006c,006c,0074,0020,0064,0065,0073,0068,0061,006c,0062,0020,006e,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"t erworben; es","0074,0020,0065,0072,0077,006f,0072,0062,0065,006e,003b,0020,0065,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," muß darauf ver","0020,006d,0075,00df,0020,0064,0061,0072,0061,0075,0066,0020,0076,0065,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ſ","017f","f","0066","misrecognised","90"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
","000a","","","none","90"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"tbild fe","0074,0062,0069,006c,0064,0020,0066,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
morgen ni","000a,006d,006f,0072,0067,0065,006e,0020,006e,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"gen, ","0067,0065,006e,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ie","0069,0065","","","none","4"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"en Bezug haben oder ","0065,006e,0020,0042,0065,007a,0075,0067,0020,0068,0061,0062,0065,006e,0020,006f,0064,0065,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"thaltung im Film häu","0074,0068,0061,006c,0074,0075,006e,0067,0020,0069,006d,0020,0046,0069,006c,006d,0020,0068,00e4,0075","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," eine andere Lü","0020,0065,0069,006e,0065,0020,0061,006e,0064,0065,0072,0065,0020,004c,00fc","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"entren, wo ","0065,006e,0074,0072,0065,006e,002c,0020,0077,006f,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
gelegenen Ga","000a,0067,0065,006c,0065,0067,0065,006e,0065,006e,0020,0047,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"e Vorführungen intere","0065,0020,0056,006f,0072,0066,00fc,0068,0072,0075,006e,0067,0065,006e,0020,0069,006e,0074,0065,0072,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ufnahmeapparaten","0075,0066,006e,0061,0068,006d,0065,0061,0070,0070,0061,0072,0061,0074,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ie Strei","0069,0065,0020,0053,0074,0072,0065,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"un","0075,006e","m","006d","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"",""," ","0020","false detection","83"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"","f502","ch","0063,0068","misrecognised","81"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"",""," 
Solche . 
' Tebendige Erinnerunasbilder find viel verlönli« ","0020,000a,0053,006f,006c,0063,0068,0065,0020,002e,0020,000a,0027,0020,0054,0065,0062,0065,006e,0064,0069,0067,0065,0020,0045,0072,0069,006e,006e,0065,0072,0075,006e,0061,0073,0062,0069,006c,0064,0065,0072,0020,0066,0069,006e,0064,0020,0076,0069,0065,006c,0020,0076,0065,0072,006c,00f6,006e,006c,0069,00ab,0020","false detection","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"
GABINETTO medico - dentistic","000a,0047,0041,0042,0049,004e,0045,0054,0054,004f,0020,006d,0065,0064,0069,0063,006f,0020,002d,0020,0064,0065,006e,0074,0069,0073,0074,0069,0063","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ennähe für längere Zeit zu vermieten","0065,006e,006e,00e4,0068,0065,0020,0066,00fc,0072,0020,006c,00e4,006e,0067,0065,0072,0065,0020,005a,0065,0069,0074,0020,007a,0075,0020,0076,0065,0072,006d,0069,0065,0074,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"Seite","0053,0065,0069,0074,0065","
","000a","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"10","0031,0030"," 
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"g des vom „Gruppo ","0067,0020,0064,0065,0073,0020,0076,006f,006d,0020,201e,0047,0072,0075,0070,0070,006f,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"Apparatur und Agfa","0041,0070,0070,0061,0072,0061,0074,0075,0072,0020,0075,006e,0064,0020,0041,0067,0066,0061","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ereinigung in ri","0065,0072,0065,0069,006e,0069,0067,0075,006e,0067,0020,0069,006e,0020,0072,0069","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"tigkeit die","0074,0069,0067,006b,0065,0069,0074,0020,0064,0069,0065","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"altiger und einpräg","0061,006c,0074,0069,0067,0065,0072,0020,0075,006e,0064,0020,0065,0069,006e,0070,0072,00e4,0067","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"t wurde, wie man","0074,0020,0077,0075,0072,0064,0065,002c,0020,0077,0069,0065,0020,006d,0061,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"t von Haus aus verbietet.","0074,0020,0076,006f,006e,0020,0048,0061,0075,0073,0020,0061,0075,0073,0020,0076,0065,0072,0062,0069,0065,0074,0065,0074,002e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,", Aufnahmen zu erzielen, ","002c,0020,0041,0075,0066,006e,0061,0068,006d,0065,006e,0020,007a,0075,0020,0065,0072,007a,0069,0065,006c,0065,006e,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"üte der Photographie als","00fc,0074,0065,0020,0064,0065,0072,0020,0050,0068,006f,0074,006f,0067,0072,0061,0070,0068,0069,0065,0020,0061,006c,0073","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"t, als beim Nor","0074,002c,0020,0061,006c,0073,0020,0062,0065,0069,006d,0020,004e,006f,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"a in der Regel au","0061,0020,0069,006e,0020,0064,0065,0072,0020,0052,0065,0067,0065,006c,0020,0061,0075","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," Verdien","0020,0056,0065,0072,0064,0069,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"nterliegt gar ","006e,0074,0065,0072,006c,0069,0065,0067,0074,0020,0067,0061,0072,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ühren werden","00fc,0068,0072,0065,006e,0020,0077,0065,0072,0064,0065,006e","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,," ein anderes, ","0020,0065,0069,006e,0020,0061,006e,0064,0065,0072,0065,0073,002c,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"di","0064,0069","","","miss","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"jedes ","006a,0065,0064,0065,0073,0020","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ſ","017f","i","0069","misrecognised","12"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ie ","0069,0065,0020","","","none","2"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"ſ","017f","‚f","201a,0066","misrecognised","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"r","0072","","","none","13"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"te des Or","0074,0065,0020,0064,0065,0073,0020,004f,0072","","","none","1"
/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238.gt.xml.txt,/home/cnd/tmp/dev/ocr_eval_paper/enp/00748238-00232383.deu.xml.txt,,,,"eien es nun Empf","0065,0069,0065,006e,0020,0065,0073,0020,006e,0075,006e,0020,0045,006d,0070,0066","","","none","1"
